cj_preshway,CMG,CNH,CS,DMS,EG,GMR,GS,HB,HRS,Imbc,JW,JYP Ent,KB,KCC,KCI,KD,KG_M,KG_E,KH,KMH_hitex,KTH,KT,KOSPI
32700,1360,1330,4350,3345,38550,12805,165000,1250,2965,5770,5857,5050,4385,15268,2600,483,12375,12700,11534,4724,8180,2750,957.219971
33000,1360,1370,4175,3570,38400,12641,170400,1240,2990,5720,5715,4945,4280,15268,2610,512,13567,13150,11454,4763,8080,2740,965.73999
33000,1393,1325,4175,3695,39700,12486,165100,1215,2930,5750,5838,5160,4360,15823,2635,457,13750,13200,11654,4677,8140,2700,973.609985
33550,1341,1320,4060,3495,38400,12579,172500,1205,2935,5720,5715,5160,4435,15823,2610,426,13017,13050,11414,4616,8100,2660,972.900024
32750,1322,1310,4045,3480,38750,12774,173400,1210,2975,5580,5781,5210,4365,15823,2605,408,12283,12700,11774,4832,8010,2660,969.130005
34000,1322,1290,4230,3420,38600,12454,178600,1220,3045,5540,5753,5180,4320,15648,2635,438,12192,12750,12175,4910,8300,2650,992.460022
34050,1322,1295,4040,3710,37800,12229,180000,1205,3110,5220,5649,5000,4260,15502,2550,475,11504,12200,12055,5080,7810,2610,988.630005
34100,1313,1305,4110,3910,37150,11808,180500,1160,3085,5480,5603,4940,4260,15210,2575,457,12054,12500,11814,5072,7970,2570,968.159973
33950,1303,1300,4115,3905,37350,11520,183000,1145,3060,5610,5640,5000,4285,15356,2550,505,12054,12350,12775,5282,8100,2690,972.950012
33300,1303,1270,4265,4105,37600,11777,177000,1130,3020,5570,5593,4930,4295,15181,2550,451,11367,12000,12615,5289,8030,2660,994.01001
32200,1289,1275,4290,4175,39000,12003,178400,1180,2980,5540,5640,4915,4400,15268,2640,436,11871,12450,13056,5406,8060,2710,1003.650024
33450,1280,1235,4180,4000,38800,11940,175400,1185,3030,5350,5611,4860,4290,15093,2640,422,12192,12550,12695,5328,7910,2690,null
32150,1308,1250,4195,4265,38750,12166,177800,1200,2930,5410,5715,4955,4470,14831,2640,429,12192,12500,13056,5258,7910,2750,1015.159973
31950,1275,1230,4320,4220,39700,12229,176000,1190,2930,5640,5753,4920,4330,14743,2635,423,12375,12600,13617,5653,7870,2770,1008.219971
31750,1237,1245,4350,4140,42550,11940,178600,1195,2890,5760,5697,4945,4400,15064,2625,418,12146,12350,13456,5646,8200,2750,1013.789978
31850,1228,1250,4330,4170,46200,11457,181000,1160,2855,5880,5669,4870,4470,14977,2560,411,12008,12150,14097,5390,8190,2750,1021.630005
31550,1237,1260,4355,4185,46650,11940,185000,1180,2930,5710,4942,4865,4425,14860,2575,402,11962,12350,14257,5460,8470,2700,1010.619995
31600,1247,1270,4310,4140,47000,11870,186500,1175,2900,5650,5159,4845,4400,14831,2550,431,12008,12800,14177,5522,8530,2700,996.859985
31400,1261,1240,4170,3975,45000,12003,182000,1160,2940,5560,5102,4860,4250,15268,2570,405,12008,13050,13897,5537,8900,2730,1007.210022
31300,1270,1255,4270,4050,43000,12127,184500,1150,2930,5770,5056,4800,4280,15093,2720,392,11871,12900,13977,5801,8850,2680,1006.5
32000,1242,1235,4450,4050,40900,12127,184800,1160,2925,6290,4970,4620,4395,15181,2655,383,11550,12850,13737,5708,8860,2700,1018.330017
33300,1242,1240,4620,4180,41000,12096,190300,1180,2920,6060,4810,4520,4480,15560,2600,385,11550,13600,14137,5739,8770,2670,1024.079956
34400,1284,1240,4620,4065,40250,11870,190900,1180,2930,6290,4932,4475,4495,15590,2590,392,11550,13600,13977,5576,8500,2700,990.539978
34150,1284,1240,4835,3940,40200,11746,197400,1155,2950,6350,4970,4670,4530,15998,2590,382,11733,14250,14177,5436,8790,2740,983.52002
34900,1407,1240,5000,3830,40850,11746,191200,1145,2940,6350,4904,4630,4590,15502,2550,370,12008,14400,14818,5653,8700,2740,981.130005
34850,1459,1245,5060,3920,40500,12166,195500,1125,2965,6470,4924,4745,4690,15736,2565,359,12192,14500,14898,5808,9010,2800,979.309998
34800,1417,1240,5000,3940,40300,12548,193600,1135,3020,6290,4894,4645,4610,15590,2615,363,12192,13850,14097,5297,9290,2780,978.090027
33900,1417,1215,4960,3845,39750,12127,191300,1130,2990,6330,4858,4500,4500,15473,2535,363,11917,13800,13977,4499,8950,2750,974.219971
34300,1393,1235,4860,3750,38800,12322,190800,1110,3030,6380,5046,4600,4450,15444,2565,354,11550,13500,14538,5072,8850,2750,970.289978
33950,1369,1210,4720,3670,37850,11870,193400,1140,2995,6120,4894,4670,4340,15298,2540,343,11412,13800,14418,5111,8750,2760,960.650024
36350,1539,1205,4560,3940,39100,12003,196500,1220,2980,6300,4924,4700,4430,15064,2520,326,11458,14200,14297,5119,9420,2900,969.47998
38000,1563,1210,4775,3875,38300,12096,199500,1235,3000,6450,5046,4700,4350,15239,2520,335,11412,14400,14538,5034,9910,3190,977.97998
37600,1520,1225,4840,3920,38350,12003,191200,1330,3000,6450,5074,4750,4750,15356,2540,344,11825,14450,14738,4902,10100,3680,952.400024
38100,1605,1240,4735,3855,38600,11364,190100,1355,3020,6390,5140,4760,4730,15502,2585,347,11412,14400,14217,5111,10050,3330,969.849976
38100,1587,1210,4420,3655,38050,11489,190600,1305,2990,6010,4980,4705,4730,15531,2640,331,11321,13800,13737,4879,10500,3330,963.780029
39500,1587,1215,4595,3700,37800,11037,195900,1360,2970,6290,4980,4695,4990,15444,2580,329,11275,13950,13777,4817,10350,3260,981
39050,1591,1210,4700,3680,37100,10749,198000,1365,2900,6190,4914,4735,4875,15414,2625,335,11092,13850,13617,5057,10300,3310,null
39000,1591,1210,4580,3600,36350,10655,191000,1310,2890,6150,4876,4560,4845,15619,2740,354,10633,13350,13416,5498,10000,3190,985.650024
39100,1582,1195,4645,3640,37400,10266,194000,1390,2895,6460,5008,4410,4780,15414,2740,414,10908,14050,14057,5274,10650,3210,991.359985
38200,1629,1205,4615,3855,36800,10912,193500,1415,2905,6350,4886,4305,4790,15327,2770,396,10633,13900,13817,5390,10750,3320,995.869995
38250,1615,1210,4620,3870,36500,10686,196500,1395,3020,6370,4942,4360,4790,15093,2760,369,10358,13550,13737,5251,10700,3340,988.210022
37650,1605,1230,4510,3830,36450,10686,194600,1410,3005,6230,4904,4420,4765,14860,2820,344,10267,13450,13657,5266,10400,3410,982.440002
38550,1657,1260,4530,4025,36700,11006,197800,1410,2995,6100,4998,4400,4705,14860,2935,339,10817,13700,13857,5243,10900,3450,985.820007
38700,1667,1370,4400,4085,36450,10749,191800,1495,3055,5920,4990,4380,4810,15123,3070,326,10862,13500,13897,5421,11000,3390,973.400024
38350,1667,1615,4500,4020,36400,10593,191300,1425,3100,5970,5018,4440,4670,14918,3125,334,10679,13900,13576,5421,10650,3450,954.609985
38650,1615,1375,4560,3975,34750,10048,194000,1375,3155,6010,5008,5070,4685,14539,3315,335,10679,14400,14578,5313,10600,3460,930.849976
41000,1601,1335,4690,4025,34000,10172,196400,1380,3165,5870,4858,4780,4630,14743,3350,323,10725,14600,14578,5041,10350,3440,931.599976
41750,1544,1280,4705,3915,32250,10235,199100,1420,3210,5650,4716,4680,4685,14393,3315,310,10725,15100,14818,5065,10450,3450,940.359985
40950,1464,1280,4625,3880,29750,9915,205000,1425,3140,5480,4550,4940,4510,14393,3085,264,11367,15100,14137,4755,10550,3340,925.169983
38000,1450,1230,4310,3670,30000,9884,198700,1445,3060,5120,4385,4900,4210,14159,3200,270,11046,14500,13536,4631,9650,3350,952.799988
39850,1469,1245,4415,3750,30150,9977,198300,1475,3050,5120,4319,5050,4490,14422,3150,254,10725,14200,14057,4608,9920,3290,936.25
39200,1620,1255,4535,3970,31100,10141,199900,1485,3070,5220,4489,5140,4315,14451,3090,252,11000,14850,14177,5351,10150,3310,947.309998
40200,1620,1250,4535,4070,31850,10266,198800,1640,3120,5450,4621,5200,4710,14539,3220,299,11458,15400,14097,5692,10200,3370,936.340027
42000,1700,1290,4505,4035,30550,10203,209300,1610,3085,5340,4621,5430,4665,14422,3410,288,11550,15800,14458,5638,10550,3400,931.340027
41800,1719,1270,4400,4150,30000,10305,227800,1605,3100,5500,4626,5360,4670,14451,3585,285,11321,15250,15459,5475,10800,3400,907.630005
43750,1809,1265,4355,4240,30000,10336,221800,1665,3070,5600,4782,5500,4705,14860,3565,291,12008,17050,16100,5553,10850,3430,916.47998
43150,1752,1220,4340,4070,28800,10593,222000,1645,3135,5430,4513,5500,4590,14597,3580,283,12008,16650,15939,5514,10800,3410,920.940002
42600,1794,1230,4370,4180,27900,10266,227400,1765,3150,5420,4716,5300,4460,14480,3330,280,12283,17500,16180,5398,10600,3420,916.289978
42750,1766,1225,4300,4120,26700,9432,219100,1765,3120,5480,4499,5110,4595,14480,3375,289,12375,16750,16020,5599,10600,3700,null
41950,1742,1220,4220,4420,27600,9339,220400,1745,3270,5420,4456,5210,4570,14334,3470,299,13200,17450,16660,5599,10450,3390,933.380005
41900,1747,1235,4290,4600,29400,9175,228600,1795,3290,5590,4621,5260,4690,14393,3400,285,13383,17900,16861,5506,11450,3380,942.01001
41800,1691,1230,4440,4610,28950,9370,227500,1775,3280,5650,4754,5340,4690,14480,3430,288,14025,18650,17301,5421,11300,3380,939.179993
42200,1728,1215,4480,4710,28400,9175,229000,1720,3355,5600,4894,5280,4685,14597,3305,281,15171,18800,17461,5351,11500,3530,927.309998
41600,1823,1220,4500,4665,28250,9237,244500,1765,3505,5590,4810,5070,4690,14334,3240,281,15492,18700,18062,5421,11850,3440,923.26001
41300,1922,1205,4425,4565,27900,9339,238900,1720,3500,5900,4858,5100,4970,14305,3285,283,15400,18750,19143,5367,11300,3440,918.77002
40700,1809,1220,4340,4480,28100,9144,224000,1785,3595,5890,4800,4960,4950,14509,3375,329,15125,17600,18382,5344,10950,3440,925.409973
40000,1804,1220,4300,4495,29000,9113,221300,1775,3560,5820,4734,4830,5480,14422,3350,378,15171,17750,18062,5452,11150,3440,938.27002
39550,1799,1240,4340,4625,29300,9308,223000,1810,3665,5730,4772,4915,5430,14334,3380,400,16592,18200,18863,6389,11300,3440,935.179993
38200,1724,1230,4370,4630,29700,9495,226500,1755,3655,5670,4848,4835,5320,14334,3500,388,16133,18100,18503,6312,11050,3440,941.309998
39350,1757,1235,4370,4600,31300,9463,236000,1790,3575,5780,5027,4950,5280,14393,3500,392,16271,18950,18863,6350,11150,3440,954.659973
39050,1728,1235,4430,4550,30650,9370,228300,1795,3680,5800,5282,4970,5210,14305,3610,392,15767,17650,18863,6389,11250,3440,955.049988
38300,1813,1250,4580,4350,29500,9596,229900,1790,3695,5640,5131,4885,5120,14801,3600,347,16179,17700,18423,6443,11100,3440,954.919983
38600,1776,1265,4475,4350,28800,10780,230000,1750,3600,5500,5102,4830,5280,14743,4340,334,16271,18200,19824,6312,10850,3440,951.369995
38950,1719,1285,4325,4320,28250,10172,228600,1675,3485,5360,5027,4805,4895,14831,4480,325,16088,18900,19864,5808,10900,3440,940.710022
38350,1700,1240,4340,4200,29100,10079,226800,1665,3555,5440,4990,4730,4820,14977,4675,310,15033,17900,20345,5824,10800,3440,953.799988
39850,1705,1320,4385,4170,29000,10203,224800,1735,3925,5370,5046,4790,4975,15414,4710,329,15263,17750,20665,5963,11000,3440,962.25
38200,1657,1280,4310,4275,29200,10686,230700,1645,3955,5470,5187,4925,5050,15268,4900,326,14988,17050,21226,6079,11000,3440,968.780029
37750,1700,1340,4290,4210,28500,10593,229100,1650,4030,5520,5093,4795,4940,15093,5460,331,15629,17300,21867,6064,10900,3440,964.080017
37100,1648,1310,4260,4360,28900,10811,227000,1700,4090,5490,4998,4885,5040,14947,5390,333,15904,18000,21426,5878,10650,3915,976.969971
36450,1634,1305,4285,4260,28900,10749,222300,1690,4165,5500,4952,4860,5030,14947,5170,334,15033,17350,21667,6072,10850,3850,972.719971
35600,1516,1270,4200,4195,28500,11426,227000,1725,4105,5440,4763,4810,4950,14597,4900,333,15263,17250,21627,6203,10600,3900,null
35300,1530,1285,4165,4250,28650,10912,235800,1800,4155,5400,4754,4800,4995,14480,4965,317,15767,17950,21707,6521,10800,3715,975.390015
34700,1511,1350,4070,4260,28500,10974,239500,1835,4115,5380,4838,4815,5040,14451,6380,317,15813,18200,21827,6552,11000,3635,968.440002
36700,1582,1340,4135,4440,29150,10780,245500,1825,4170,5330,4904,4780,5120,14568,5530,329,15950,18600,22668,6319,11100,3600,972.75
35650,1535,1335,4105,4395,28350,10912,248900,1850,4060,5330,4858,4880,5080,14685,5810,323,15263,18250,22468,6536,11350,3560,987.02002
33400,1520,1325,4010,4430,28300,10686,245100,1805,4000,5410,4904,4770,5200,14480,6150,333,14850,17500,22708,6273,11150,3630,993.140015
33700,1502,1315,4075,4180,28400,10780,243700,1810,3990,5390,4810,4745,4975,13780,6000,316,14438,17500,23028,6025,10950,3460,989.650024
32850,1511,1385,4050,4230,27950,11037,233100,1760,3920,5250,4772,4730,4920,13546,5640,308,13796,16950,23068,5731,10700,3600,984.580017
32050,1440,1365,3900,4250,27200,10593,223500,1715,3895,5050,4527,4750,4980,13634,5790,288,13979,16450,22067,4956,10600,3475,1000.710022
31750,1327,1340,3665,4040,28500,10523,216000,1675,3690,5100,4319,4630,4860,13780,5250,286,13521,15900,20465,5235,10400,3245,1006.650024
31500,1322,1290,3580,3800,27700,10554,221400,1620,3650,4925,4494,4585,5180,13867,5450,278,13154,15700,20185,5096,10250,3445,1003.799988
33800,1402,1345,3545,4020,27700,10460,225100,1605,3755,5140,4546,4495,5390,13926,5000,283,13521,16750,21106,5173,10500,3350,992.25
34250,1421,1330,3430,3900,26800,10429,234000,1725,3820,5050,4466,4600,5170,13721,5110,263,13475,16700,21867,4337,10450,3340,988.460022
35700,1402,1340,3380,4035,27100,10141,238700,1740,3700,5000,4471,4640,5620,13575,5600,250,13704,17200,22428,4213,10450,3305,1002.23999
35250,1459,1305,3320,4000,26300,10655,241000,1750,3840,4950,4480,4620,5700,13429,5550,301,13933,16850,21987,3562,10500,3390,1001.619995
34150,1417,1275,3320,3965,26200,10305,232100,1705,3800,4920,4475,4630,5980,13429,4985,273,13154,16450,21146,3349,9870,3340,996.72998
34500,1365,1300,3100,3700,26100,10305,234000,1730,3730,4750,4347,4730,5710,13429,4750,280,12971,15800,20986,3531,9420,3270,989.539978
34500,1355,1300,3280,3830,25700,10110,234000,1725,3735,4710,4438,4650,5560,13517,4955,276,13567,16800,21747,3392,9730,3295,1000.27002
33950,1336,1315,3355,3700,24850,10203,234100,1680,3780,4745,4418,5720,5690,13166,5100,293,13383,16350,20625,3183,9750,3380,997.590027
32700,1308,1285,3250,3590,22750,9822,235000,1670,3530,4485,4273,6570,5360,13137,4600,273,13475,16800,20625,3152,9220,3250,1003.559998
32750,1270,1250,3235,3500,22550,10172,241000,1755,3500,4420,4159,6750,5410,13254,4860,289,13888,17800,21627,3647,9450,3280,1022.669983
31700,1265,1260,3055,3440,22050,10079,236400,1700,3290,4250,3975,6360,4950,12962,4515,283,13017,17900,20225,3717,9490,3015,1023.320007
31300,1261,1280,3005,3175,21750,9175,241000,1660,3225,3960,3696,6090,4350,13312,4350,272,12329,17100,19304,3477,9250,2905,1023.77002
31500,1251,1310,3155,3350,22300,8630,241000,1655,3315,4030,3848,5910,4505,13312,4770,278,12467,16700,19984,3566,9900,2815,1015.76001
32100,1327,1290,3290,3430,24000,8692,241000,1690,3490,4200,3999,5970,4595,13312,4850,310,13154,17200,21707,3644,10300,2920,1027.089966
33050,1317,1300,3470,3455,22650,9915,236500,1670,3430,4220,4055,5890,4525,13458,4790,297,13200,17500,21787,3756,10400,3055,1034.589966
33000,1426,1320,3770,3610,23350,8856,242000,1580,3465,4275,4263,5780,4650,13488,5130,303,13429,17850,21026,3872,10600,3585,1048.439941
33300,1407,1285,3700,3470,22900,9206,239400,1530,3520,4240,4178,5740,4510,13166,4940,314,13383,17100,20986,3837,10500,3390,1047.530029
32350,1379,1285,3750,3525,22350,8988,241100,1560,3545,4165,4065,5940,4600,13196,4890,339,13475,17550,20265,3795,10400,3350,1056
32700,1417,1315,3820,3500,22500,7633,243500,1550,3540,4290,4385,5620,4620,13196,5020,344,14575,18200,20105,3713,10650,3890,1065.089966
32200,1445,1290,3775,3500,23000,6831,248800,1535,3495,4370,4343,5530,4570,13283,4940,329,14529,18050,18903,3729,10700,3855,1061.709961
32050,1421,1290,3700,3385,22400,6799,239000,1410,3455,4330,4248,5310,4500,12991,4805,343,13888,17300,18943,3640,11100,3700,1062.319946
32500,1435,1310,3760,3480,22250,6706,238600,1470,3490,4320,4182,5270,4565,13050,4910,314,14758,17600,19103,3849,11150,3560,1077.290039
31850,1412,1305,3745,3560,21950,6706,239900,1500,3445,4350,4182,5260,4500,12495,4730,286,14529,17450,18783,3802,10900,3610,1083.550049
32350,1379,1310,3750,3555,22300,7929,242200,1510,3545,4540,4235,5350,4650,12699,5010,286,14621,17600,19944,3841,11050,3650,1067.5
32900,1383,1305,3740,3600,22500,8022,245500,1525,3670,4700,4413,5310,4635,12758,5500,286,14483,17300,19624,4089,11000,3690,1075.5
32800,1332,1330,3720,3600,22650,8661,246000,1500,3690,4730,4367,5340,4635,12466,5730,286,14117,16800,19424,4313,11100,3620,1089.959961
32400,1303,1325,3750,3670,23550,8599,244000,1505,3765,4650,4409,5370,4775,12553,5570,286,14483,17250,19944,4352,10700,3720,1092.910034
33550,1317,1335,3870,3615,23450,8342,245900,1460,3715,4720,4352,5310,4915,12437,5620,286,14438,17500,20866,4600,10800,3645,1101.839966
34100,1336,1320,3850,3580,23450,8568,244300,1480,3700,4715,4263,5370,4910,12553,5700,286,14300,17550,20785,4693,10550,3655,1113.430054
34300,1298,1295,3775,3570,23000,7859,239400,1560,3600,4675,4310,5250,4765,12553,5500,286,13842,17200,20225,4337,10650,3560,1113.900024
34400,1341,1320,3810,3580,24300,7571,238100,1605,3720,4700,4314,5180,4965,12495,5490,286,13521,16550,21426,4437,10350,3600,1117.209961
33750,1388,1325,3900,3550,24350,7282,240500,1535,3720,4660,4314,5190,4845,12962,5480,286,13658,16500,21386,4561,10400,3620,1126.920044
33700,1355,1315,3790,3505,23900,8794,242700,1560,3700,4650,4339,5420,4775,13079,5700,286,13475,16650,21546,4554,10550,3620,1119.76001
33050,1346,1280,3875,3500,23900,8794,243900,1625,3620,4620,4319,5900,4800,13575,5720,286,13567,16350,22067,4360,10500,3670,1098.560059
32950,1303,1280,3845,3590,24000,9019,242600,1630,3595,4540,4347,5950,4735,13604,6060,286,13658,16700,21426,4290,10750,3550,1081.689941
32300,1327,1235,3845,3530,23550,8630,244000,1590,3500,4385,4367,5830,4675,13342,6080,286,13383,16450,20906,3942,10450,3450,1082.76001
32550,1294,1245,3770,3670,24250,8599,248900,1610,3510,4530,4352,5670,4820,13342,6250,291,13383,16650,21667,4035,10900,3470,1103.609985
32700,1303,1250,3840,3615,23950,8147,249500,1650,3535,4435,4541,5410,4710,13225,5930,264,13658,17350,21586,4104,10850,3500,1104.689941
32800,1298,1250,3870,3680,23850,8474,244600,1710,3470,4560,4678,5610,4750,13254,5780,265,14071,17800,22107,3988,11550,3555,1127.390015
33000,1313,1250,3810,3670,24400,8474,241600,1695,3450,4450,4541,5650,4705,13166,5770,265,13888,17400,22307,3880,11500,3575,null
32600,1303,1255,3790,3550,23700,8217,242600,1690,3570,4610,4668,5700,4725,13079,5780,264,14392,18100,22508,3996,11850,3550,1131.719971
32150,1284,1250,3730,3655,23200,8178,242500,1720,3570,4560,4810,5800,4680,12904,5900,259,14438,18200,21747,4019,11700,3640,1107.27002
32000,1284,1240,3685,3820,22600,9339,235000,1730,3530,4375,4716,5660,4590,13020,5860,246,14117,17800,22468,3895,10150,3550,1115.48999
31150,1289,1230,3585,3820,22950,8856,233500,1800,3685,4460,4716,5460,4510,13137,6100,248,14071,18100,23028,3903,9670,3495,1088.150024
31700,1265,1245,3495,3855,22700,8762,239500,1900,3900,4385,4772,5320,4440,12904,6150,244,14346,18350,24270,3895,9520,3545,1095.23999
31400,1242,1245,3520,3790,22900,9736,235800,1865,3870,4390,4706,5390,4760,12874,6000,236,14208,18800,23389,3841,9410,3500,1118.170044
31500,1232,1245,3530,3870,22950,10125,226600,1920,3910,4395,4725,5250,4720,13050,6170,251,13658,18300,23389,3833,9330,3575,1111.900024
31000,1247,1260,3610,3720,22500,10087,220000,1890,3900,4300,4527,5400,4560,13137,6090,240,13246,18000,22468,3833,9200,3535,1085.540039
30400,1223,1260,3600,3850,22500,10320,219300,1915,3770,4340,4513,5330,4780,13079,5820,239,13292,18100,22628,3926,9430,3595,1097.550049
31000,1209,1280,3605,3720,23300,10398,216100,1900,3850,4555,4385,5490,4660,13225,5630,240,13933,20050,22347,3713,9490,3535,1068.140015
30000,1275,1250,3585,3580,22350,9775,212900,1900,3680,4410,4248,5390,4625,12933,5640,245,13475,20100,23108,3725,9220,3470,1074.630005
29200,1195,1210,3435,3410,21150,9463,213000,1770,3580,4255,4131,5230,4430,12816,5630,236,13383,21000,21747,3574,8650,3380,1068.890015
29200,1209,1210,3535,3380,21100,9541,217000,1795,3565,4135,4060,5100,4430,12845,5250,223,13292,21100,21747,3632,8500,3335,1093.469971
28700,1332,1215,3560,3525,21200,9424,216300,1830,3700,4200,4121,5250,4470,12933,5650,244,13750,22200,22948,3593,8550,3335,1110.109985
28500,1303,1230,3650,3545,21700,8879,218000,1800,3625,4155,4070,5150,4410,13079,5690,230,14483,22150,23068,3589,8860,3485,1120.319946
28250,1289,1225,3570,3410,20500,8684,203600,1760,3750,4100,3999,5020,4400,13254,5310,218,13979,22200,21987,3539,8600,3300,1120.109985
28600,1454,1240,3480,3550,21050,8723,204600,1740,3775,4100,3815,5000,4355,13458,5350,212,13750,21750,22387,3636,8560,3200,1136.25
27950,1426,1240,3455,3535,21350,8684,211600,1770,3800,4195,3999,5090,4475,13488,5550,211,14117,21800,23229,3709,9020,3320,1152.680054
28800,1317,1255,3480,3570,20900,8490,212700,1765,3850,4270,3980,5140,4540,13546,5600,211,13796,21750,23229,3872,8900,3275,1145.47998
28200,1350,1250,3475,3610,21200,8334,213500,1730,3825,4420,3970,5110,4575,13225,6000,219,13750,21550,23148,3841,8800,3390,1158.089966
28450,1369,1245,3695,3555,21350,8295,215800,1790,3815,4275,4060,5160,4550,13225,5960,213,13612,22650,24030,3918,8750,3380,1160.27002
29050,1350,1245,3760,3600,21600,8139,217400,1760,3810,4350,4107,5350,4500,13517,6020,213,13429,21950,23789,3973,8900,3390,1154.72998
29900,1341,1250,3735,3600,21500,8217,218500,1810,3870,4260,3980,5370,4595,13283,5930,214,13429,22250,24110,3880,8800,3380,1164.099976
29900,1350,1250,3700,3600,21950,8061,220400,1855,3745,4260,3970,5310,4560,13196,5960,210,12833,20800,23949,3733,8710,3385,1172.420044
28750,1355,1240,3700,3500,21850,7983,217000,1840,3750,4205,3933,5390,4575,13225,5950,207,12375,19600,22748,3659,8460,3320,null
27750,1379,1240,3685,3470,22050,7867,216500,1780,3660,4255,3947,5200,4585,13634,5800,218,12696,20050,23028,3663,8570,3285,1192.109985
28100,1365,1235,3700,3580,22600,7983,225100,1775,3680,4275,4051,5240,4560,13488,5790,215,12421,19100,22468,3597,8530,3295,1187.949951
29000,1322,1235,3660,3480,22000,7906,227900,1705,3660,4240,4136,5640,4715,13867,5820,211,12512,19000,22347,3620,8640,3200,1190.689941
29600,1294,1250,3740,3495,22400,7726,226100,1740,3605,4300,4173,5390,4670,13663,6070,211,12512,19100,21787,3647,8770,3230,1198.890015
28100,1379,1240,3700,3530,22350,7337,227100,1720,3630,4325,4178,5410,4665,13488,5800,205,12283,19100,21546,3640,8900,3205,1181.939941
28300,1365,1230,3680,3540,22150,7516,234800,1715,3635,4325,4131,5350,4605,13429,5710,209,12008,18400,21026,3833,9000,3220,1209.77002
28600,1431,1230,3570,3570,23000,7547,235000,1730,3640,4275,4065,5290,4630,13838,5980,210,11275,17000,20625,3857,8800,3215,1212.48999
30250,1412,1220,3500,3495,22900,7586,239600,1700,3640,4365,4182,5210,4615,13546,5960,195,11504,17500,20345,3833,8800,3460,1230.640015
29850,1402,1220,3390,3540,22900,7493,239600,1695,3630,4405,4088,5120,4550,13371,5770,187,11183,17000,21106,3756,9100,3330,1237.75
30150,1336,1235,3310,3510,23300,7236,241700,1705,3605,4480,4131,5300,4565,13604,5910,182,11825,17900,20946,3740,9190,3425,null
30600,1313,1220,3220,3500,23700,7781,243200,1775,3595,4440,4178,5200,4685,13166,5840,177,12100,18200,21306,3756,9160,3350,1228.030029
30300,1332,1215,3200,3440,22800,7758,248800,1775,3565,4485,4263,5070,4750,13108,5780,167,11733,17800,21386,3733,9190,3300,1242.48999
30700,1322,1195,3220,3280,22200,7944,258000,1790,3460,4385,4244,5000,4720,13283,5530,184,11687,18250,21026,3636,9190,3350,1213.430054
30450,1398,1185,3030,3320,22500,7695,258000,1810,3460,4280,4484,5080,4600,13166,5510,173,11321,17750,20265,3605,9140,3385,1195.290039
30700,1365,1170,3155,3280,22700,7656,255000,1800,3410,4270,4456,5090,4615,12874,5510,170,11412,18000,19984,3655,9090,3305,1210.109985
30000,1435,1165,3060,3285,21900,7711,247100,1850,3340,4270,4281,5020,4595,12933,5450,166,10954,17200,20425,3566,8890,3510,1221.680054
30100,1417,1195,2990,3290,22750,6324,248100,1790,3440,4335,4301,4930,4520,12933,5290,158,11183,17200,19784,3597,8880,4080,1243.22998
30850,1171,1200,3215,3360,22250,6449,249100,1795,3420,4265,4301,4950,4500,13108,5110,161,11458,18000,19183,3698,9100,4050,1206.25
29800,1119,1190,3095,3325,22500,6488,246000,1755,3440,4300,4220,5020,4665,13312,5070,168,11229,17750,18863,3578,9050,4935,1202.329956
29800,1053,1195,3130,3370,22150,6792,241600,1735,3455,4315,4178,4960,4555,12874,4910,148,11046,17500,19224,3562,9040,4780,1195.619995
30150,1124,1195,3075,3325,21600,7166,243300,1720,3545,4305,4253,5000,4510,13254,4765,148,10908,17000,19224,3578,8990,4915,1182.02002
28900,1166,1195,3040,3315,22000,7158,236700,1665,3495,4265,4240,5050,4390,13488,4635,148,10542,15850,18463,3520,8500,4820,1174.689941
27750,1124,1190,3135,3190,21650,7205,229800,1620,3440,4200,4140,5000,4500,13400,4550,152,10358,16800,18022,3570,8580,4920,1169.849976
28300,1105,1185,3055,3250,21650,7360,232500,1595,3480,4255,4145,4995,4540,13137,4500,150,11412,19300,18423,3496,8700,4915,1146.709961
28750,1124,1210,3040,3230,21500,7360,240000,1570,3475,4235,4083,4930,4500,13137,4570,162,11092,18500,19143,3818,8530,5070,1188.859985
28950,1105,1215,3035,3230,21750,8217,245400,1615,3435,4275,4169,4960,4530,12991,4640,159,11092,18200,18903,3771,8420,4815,1199.680054
28600,1128,1200,3005,3185,21550,8373,240900,1590,3335,4245,4131,4870,4535,12933,4670,158,11046,18900,18302,3485,8210,4525,1184.599976
28500,1124,1190,3010,3200,21700,8451,243000,1625,3330,4285,4187,4850,4505,12962,4965,164,11642,20050,18503,3535,8290,4565,1174.949951
28500,1128,1200,2950,3345,21500,9074,244400,1585,3335,4250,4192,4990,4495,12845,4870,164,12146,21200,20665,3795,8400,4510,1148.880005
28900,1119,1205,2865,3270,21400,9736,246000,1605,3360,4220,4244,4940,4510,12787,4675,158,11825,21000,21506,3640,8750,4925,1152.949951
27200,1067,1210,2990,3260,21400,9814,243700,1585,3460,4245,4230,4820,4530,12991,4610,164,11687,20950,21627,3531,8650,4865,1165.77002
28700,1020,1210,2970,3285,21150,8918,244100,1655,3450,4305,4192,4800,4485,12845,4740,159,11733,21850,21787,3512,8520,5230,1195.01001
28700,1020,1210,2850,3330,20800,9269,245700,1670,3440,4335,4140,4720,4550,12816,4550,188,11825,21700,21787,3562,8390,5550,1220.51001
