cj_preshway,CMG,CNH,CS,DMS,EG,GMR,GS,HB,HRS,Imbc,JW,JYP Ent,KB,KCC,KCI,KD,KG_M,KG_E,KH,KMH_hitex,KTH,KT,KOSPI
28350,1010,1210,2860,3295,20700,8801,247400,1720,3460,4250,4083,4530,4545,12583,4790,173,11917,20900,22588,3613,8230,5270,1223.369995
29050,1053,1220,2885,3220,21050,8957,247000,1695,3445,4205,4088,4650,4535,12612,4650,175,11687,21000,21947,3156,8750,5430,1226.959961
28900,1010,1220,2960,3150,20850,8918,248100,1660,3450,4210,4008,4600,4530,12437,4675,193,11000,20400,21747,3369,8390,5330,1219.780029
28700,1001,1230,3000,3085,20400,8568,247600,1670,3350,4235,4008,4565,4520,12495,4485,184,11000,20350,21426,3407,8060,5390,1224.530029
28350,973,1225,2915,3000,19200,8412,246800,1640,3385,4090,4018,4560,4370,12641,4475,171,10587,19850,21026,3318,7970,5520,1226.780029
29200,987,1220,2885,3000,19950,8684,250000,1700,3430,4000,3966,4335,4500,12407,4660,171,10862,20450,21186,3434,8080,5500,1246.709961
28550,949,1210,2780,2805,18900,8568,251500,1685,3295,4015,3848,4130,4485,12553,4770,167,10450,20600,19744,3411,7500,5270,1260.280029
28200,920,1215,2700,2955,19050,8334,249600,1680,3405,3995,3848,4220,4525,12553,4705,168,10358,19200,20025,3330,7590,5170,1254.920044
29050,906,1215,2720,2900,18700,8139,254900,1640,3215,3985,3980,4285,4545,12758,4555,176,10175,17450,19624,3330,7530,4380,1248.339966
29800,930,1225,2915,2955,18300,7789,259800,1660,3155,4010,4140,4235,4550,12641,4665,200,10312,17650,20465,3252,7600,4480,1266.469971
29550,991,1225,2880,3015,19800,7789,257000,1610,3170,4090,4433,4250,4575,12437,5470,191,10542,17650,19904,3361,7760,4525,1277.359985
29350,963,1235,2730,2900,18850,7944,253000,1550,3205,4030,4291,4475,4355,12378,5700,188,10358,18250,19224,3198,7710,4340,1276.26001
29000,987,1190,2775,2825,18900,8295,253000,1560,3225,4100,4173,4350,4500,12232,5950,193,10175,17550,19504,3221,7670,4360,1266.22998
28800,982,1190,2705,2805,18700,8022,255600,1540,3260,3985,4136,4365,4555,11999,5960,202,10221,17350,19424,3245,7680,4580,1251.900024
30600,977,1195,2810,2740,18400,8022,258900,1515,3080,4000,4140,4280,4430,11765,6000,200,10496,17700,19143,3303,7510,4390,1290.349976
31650,939,1190,2810,2730,18900,7656,265400,1495,3120,4020,4098,4290,4365,11969,6100,196,10542,17600,18262,3446,7670,4475,1294.790039
31150,954,1200,2800,2795,18750,7617,277500,1480,3160,3990,4008,4245,4385,11794,7390,192,10404,17550,18983,3353,7700,4580,1297.349976
31350,954,1195,2800,2890,18350,7508,276000,1470,3145,3970,3942,4260,4270,12115,6900,189,10542,18200,19264,3361,7690,4665,1286.109985
31250,935,1195,2795,2900,18450,7524,284400,1485,3120,4000,4136,4210,4370,11911,6950,192,10542,18300,19584,3376,7660,4500,1283.579956
30800,941,1195,2810,2960,18600,7555,290000,1475,3125,4040,4225,4285,4480,11911,6550,189,10175,18100,20065,3330,7650,4500,1295.560059
29900,935,1200,2745,2925,18400,7469,282800,1495,3105,4030,4182,4400,4385,11823,8000,177,9992,17600,19624,3341,7740,4415,1318.939941
30800,923,1190,2700,2870,18300,7243,290000,1550,3065,4105,4211,4450,4415,11911,7940,171,9442,16700,18783,3310,7730,4210,1312.560059
30900,925,1195,2650,2750,17800,7205,281500,1545,3010,4065,4121,4320,4360,11940,8380,163,9762,16900,18302,3419,7750,4105,1311.900024
29000,915,1190,2640,2760,17800,7306,285600,1510,3025,4050,4149,4170,4390,11969,7810,160,10679,17200,18503,3682,7720,4000,1319.959961
29950,921,1180,2560,2750,17600,7321,281700,1475,2960,4100,4112,4140,4150,11999,8700,166,9992,17350,18543,3667,7600,4115,1321.51001
30000,898,1185,2605,2805,17250,7282,281700,1490,2930,4005,4131,4200,4180,12699,8700,164,9946,17500,20185,3562,7510,4160,1319.01001
29150,850,1170,2565,2785,16750,7368,279900,1500,2850,4000,4178,4155,4270,12086,8900,163,9533,17850,19904,3407,7520,3925,1321.069946
28050,837,1185,2550,2790,16300,7353,281600,1450,2855,3975,4107,4200,4300,12203,8810,160,9167,16750,19664,3558,7480,3800,1337.25
28650,897,1180,2560,2705,16400,7282,281500,1445,2900,3930,3980,4060,4235,12407,9210,162,9001,16900,18863,3613,7450,3725,1346.52002
28200,908,1195,2590,2705,16500,7127,282400,1460,2905,3960,3942,4070,4195,12320,8900,136,9212,16800,19183,3678,7440,3810,1338.160034
28750,883,1210,2630,2700,16800,7337,279800,1450,2885,3960,3919,4165,4200,12524,8740,119,9121,16850,19344,3717,7350,3800,1322.400024
29150,874,1210,2660,2680,16700,6870,277000,1480,2890,3925,3919,4155,4125,12232,8000,110,9029,16650,19384,3609,7190,4275,1325.609985
29550,885,1245,2565,2660,16400,7158,278800,1460,2815,3920,3890,4110,4210,12261,10000,113,8525,15750,18583,3593,7150,4080,1333.069946
28500,817,1220,2460,2660,16300,7158,283800,1410,2850,3975,3909,4090,4150,12261,9110,111,8644,16050,18823,3717,7230,4250,1345.089966
27950,835,1225,2360,2600,16250,7166,279600,1425,2815,3900,3805,4145,4160,12174,9510,102,8644,15850,18623,3733,7350,4315,1361.349976
29200,850,1230,2360,2595,16200,7025,283000,1440,2820,3945,3853,4130,4155,12261,9540,97,9304,16550,19304,3624,7370,4320,1358.51001
30300,851,1220,2420,2550,16100,7080,285000,1410,2820,3940,3787,4325,4120,12232,9450,98,9350,16400,19704,3554,7410,4195,1363.810059
29850,821,1225,2385,2555,16250,7088,293000,1405,2805,3985,3584,4575,4190,12261,8970,95,9442,15950,19584,3094,7460,4130,1371.349976
29500,856,1235,2440,2575,15950,6947,295800,1525,2790,3960,3818,4455,4345,12174,8950,93,9900,16400,19103,3601,7450,4205,1357.290039
29950,887,1225,2500,2630,16050,7041,309700,1510,2845,4010,3881,4515,4290,12378,8800,95,10404,16750,20145,3365,7750,4150,1371.859985
29450,878,1230,2500,2750,16350,7228,307000,1520,2870,3985,3959,4540,4300,12524,9330,92,10771,16650,20225,3349,7700,4200,1383.319946
29250,877,1245,2490,2900,16750,7166,305000,1495,2905,3985,3915,4500,4130,12583,10800,87,10817,16000,18903,3431,7700,3930,1393.140015
29950,878,1255,2490,2925,16950,7158,301000,1415,2915,4055,3925,4630,4250,12670,10750,86,11092,16250,19103,3508,7630,4025,1408.189941
29400,871,1260,2545,2940,17000,7150,300100,1415,2880,4115,3944,4560,4235,12670,10100,99,11504,16900,19023,3647,8040,3950,1405.310059
28900,863,1265,2485,2850,17000,7010,293500,1405,2910,4180,3954,4535,4280,12962,10800,106,11458,17800,18423,3655,8250,3895,1399.22998
28650,867,1260,2490,2855,16700,7103,293900,1425,2900,4160,4027,4580,4285,13196,10900,105,11779,17900,18062,3554,8240,4045,1421.900024
29200,858,1260,2490,2900,16800,7088,292200,1420,2910,4150,4017,4515,4180,13254,10500,111,12100,19100,18342,3551,8150,4065,1413.140015
28650,850,1270,2495,2920,17250,7142,286200,1480,2900,4185,4022,4780,4220,13225,10350,117,12008,19600,18302,3357,8320,4185,1394.650024
28250,857,1310,2480,2865,17100,6955,284300,1520,2910,4230,3944,4695,4210,13225,9950,110,11733,19300,18062,3330,8550,4215,1399.640015
28000,854,1290,2430,2880,16950,7057,280500,1580,2930,4290,4022,4785,4285,12962,10550,122,11687,19300,18703,3423,8450,4150,1397.150024
27450,879,1275,2480,2860,16850,7111,276300,1555,2960,4330,4051,4790,4135,13020,10400,117,11687,18850,19103,3675,8640,4140,1423.079956
27400,904,1280,2435,2890,16900,7236,272300,1565,2955,4300,4012,4590,4200,13020,10400,111,11458,18600,19143,3705,8770,4145,1423.76001
28100,897,1285,2485,2845,16950,7088,280000,1540,2965,4255,4095,4700,4190,13050,10950,108,11550,18800,19183,3690,8720,4030,1378.72998
27950,883,1295,2475,2855,16900,7049,289100,1550,2950,4275,4080,4680,4190,13020,10700,111,11550,19100,19224,3558,8770,4030,1357.319946
28300,897,1300,2440,2975,18000,6963,287200,1640,2940,4295,4061,4605,4205,13254,10300,118,11321,18000,20705,3589,8810,4165,1368.849976
28300,878,1310,2455,2885,22000,7033,289600,1640,2930,4260,3920,4495,4195,13254,9990,103,11596,18400,20946,3616,8640,4505,1307.400024
27700,891,1305,2410,2880,23600,6940,294000,1655,2900,4195,3939,4395,4175,13108,10200,107,11137,17750,20826,3535,8530,4625,1307.359985
27150,901,1280,2395,2810,22000,6924,292500,1600,2805,4150,3760,4320,4110,13020,9080,121,10358,16400,21066,3601,8300,4400,1339.359985
27300,906,1270,2385,2735,21100,7088,299000,1615,2780,4130,3808,4385,4100,12758,9390,101,10862,18500,20946,3647,8240,4610,1349.47998
27900,888,1285,2360,2700,20250,7103,283000,1650,2790,4135,3726,4315,4050,12699,9520,95,10908,18050,20585,3713,8340,5760,1369
27600,901,1285,2395,2700,20100,7010,278000,1610,3020,4130,3760,4420,4050,13050,9750,105,11092,18500,20145,3903,8350,5430,1391.51001
27000,861,1270,2340,2635,19500,7002,275800,1585,3140,4100,3760,4375,4010,12670,9300,105,10633,18400,20625,3837,8400,5610,1390.430054
27150,867,1275,2305,2590,19750,7049,277900,1580,3300,4165,3711,4360,3995,12933,9180,106,10817,18250,20665,3926,8390,5820,1387.5
26600,862,1270,2105,2590,20400,7041,277800,1595,3335,4090,3692,4525,3940,12466,9060,103,11000,17600,20185,3965,8370,5510,1357.170044
25900,878,1275,1975,2710,21000,7243,275000,1600,3415,4110,3716,4685,3985,13137,9250,102,11183,18450,20745,3957,8100,5650,1326.22998
24900,888,1290,1730,2720,19800,7072,271200,1655,3390,4235,3784,4695,3900,12874,8960,105,11596,19200,20545,3949,8500,5710,1340.839966
25250,897,1295,1980,2695,20450,7025,272500,1665,3390,4175,3769,4680,3870,12816,8850,103,11871,19450,20305,3872,8650,5930,1325.680054
25700,982,1345,1980,2685,20350,7080,268000,1675,3350,4225,3866,4670,3860,12904,8250,100,12100,19250,21066,3771,8410,6020,1326.869995
26000,940,1340,1900,2690,20100,7064,263000,1695,3330,4160,3798,4605,3835,12904,8220,101,12742,19700,20665,3702,8190,6160,1328.410034
26400,941,1290,2040,2700,20300,7134,268700,1705,3240,4200,3832,4570,3880,12991,8180,105,12650,18850,20946,3748,8360,6170,1338.699951
26450,944,1300,2145,2705,20650,7150,267600,1785,3305,4220,3832,4850,3885,12816,8230,105,12879,19000,19224,3787,8450,6020,1315.140015
26350,929,1300,2075,2700,20500,7080,263700,1760,3285,4430,3925,4810,3910,13926,7960,102,12558,18650,18703,3775,8750,7070,1342.280029
26850,921,1310,2165,2830,20750,7033,261400,1805,3280,4335,3930,4840,4000,13750,8160,103,12971,18700,18703,3764,8760,7100,1308
27500,893,1300,2200,2880,20150,7166,257900,1800,3380,4350,3973,4755,4020,13634,7970,103,13108,19300,19063,3818,8720,7390,1325.48999
27300,912,1295,2220,2870,19650,7158,255600,1770,3380,4370,3896,4755,4050,14217,7910,102,13154,19050,18463,3764,8500,7490,1336.01001
27550,901,1450,2300,2880,19550,7111,263100,1790,3580,4560,3876,4720,4015,14772,9870,101,13292,18800,18943,3667,8980,7300,1350.449951
26400,922,1310,2220,2810,21450,7033,262000,1755,3640,4365,3857,4815,4015,14422,10000,102,13292,18900,18342,3624,9250,7140,1344.900024
27350,924,1285,2280,2780,20700,7057,265000,1750,3480,4375,3862,4805,4075,14363,9820,102,13108,19050,18463,3562,9250,7170,1348.51001
29300,963,1280,2280,2800,20400,7119,265200,1725,3440,4335,3891,4760,4100,14305,9700,101,13108,18550,18342,3415,9580,7430,1363.72998
29500,939,1300,2255,2770,20650,7080,267000,1800,3690,4265,3842,4735,4060,13955,11000,105,14071,19150,19103,3291,9530,6780,1365.410034
29400,930,1325,2270,2785,19800,7103,258900,1755,3680,4500,3866,4650,4095,14276,10850,105,14071,18900,18903,3628,9300,6850,1377.439941
29950,929,1405,2290,2810,19950,7088,257000,1770,3640,4350,3949,4925,4080,14101,10800,103,13842,18650,18703,3609,9140,6550,1377.459961
30300,918,1380,2255,2825,21500,7119,259700,1815,3740,4430,4275,5190,4045,14042,10950,104,14529,20250,18903,3678,9230,6710,1365.349976
30200,1020,1405,2275,2855,21450,7142,260900,1830,3755,4495,4313,5190,4105,14305,10500,105,14804,20600,18663,3609,9070,6400,1332.709961
29200,1058,1380,2250,2865,24550,7181,257900,1785,3740,4455,4508,5410,4095,14685,10650,105,14163,19750,18423,3562,9310,6320,1336.469971
29400,1058,1350,2300,2875,25900,7150,254100,1805,3680,4660,4440,5910,4125,14539,10350,105,14667,19650,18302,3632,9120,6320,1303.579956
29000,1029,1340,2245,2845,25700,7033,245000,1820,3650,4660,4503,5930,4055,14276,10650,105,14529,18450,17982,3798,9150,6250,1313.75
28550,1067,1370,2270,2840,26100,7103,247200,1805,3610,4620,4547,5850,4060,14217,11000,102,14254,18050,17822,3880,9180,6210,1315.130005
28150,1029,1335,2140,2810,27600,7010,243000,1750,3580,4480,4391,5900,4055,13604,11050,103,14575,17750,18142,3729,8860,6060,1332.280029
28500,1062,1310,2280,2670,27200,6971,246800,1830,3590,4600,4362,5710,4060,12991,10600,104,14529,17550,17942,3729,8830,5860,1339.689941
29000,1095,1340,2450,2715,27550,7088,249200,1800,3675,4605,4517,5950,4150,13254,10050,108,14163,17400,18142,3136,8640,5860,1337.209961
29350,1091,1375,2390,2680,26000,6932,249900,1780,3605,4500,4347,5840,4140,13429,9170,109,14071,17750,18062,2284,8650,6170,1340.579956
29350,1095,1330,2395,2685,26250,7049,244400,1825,3645,4530,4357,5950,4170,13634,10400,106,14483,18000,18182,2284,8700,6130,1331.380005
29550,1095,1355,2390,2710,24800,7010,243000,1960,3545,4500,4469,5710,4185,13371,10400,105,14208,17800,18503,2428,8780,6010,1339.72998
29350,1043,1335,2400,2700,25950,7010,239400,1990,3405,4640,4381,5940,4130,13342,10550,103,15033,18150,18943,2308,8660,5260,1347.300049
28900,1043,1435,2400,2680,26050,6924,250500,2050,3700,4855,4294,5910,4135,13283,10400,105,15308,18400,17862,2079,8820,5130,1326.73999
29200,991,1385,2475,2870,26050,6815,246400,1990,4060,4820,4148,6000,4210,13283,9750,107,15400,18900,17501,1955,9010,5170,1321.400024
28550,1015,1415,2400,2850,26250,7119,250000,1960,3980,4875,4080,5970,4190,13517,10250,105,15446,18900,17101,2002,8750,5070,1311.880005
28750,987,1425,2395,2805,26100,7010,248100,2000,3955,5770,4114,5910,4140,13283,9920,110,15171,17600,17021,1909,8790,5120,1317.459961
28800,968,1465,2280,2795,26700,7041,244000,1955,3825,5950,4260,5690,4145,13225,10200,104,15217,17050,17461,1901,8410,5170,1327.660034
28800,1029,1405,2350,2830,27050,7158,241500,1970,3860,5910,4197,5760,4125,13312,10050,105,14896,16950,17101,2067,8410,5190,1319.23999
28050,1020,1415,2380,2830,26500,7088,237600,1955,3650,5920,4114,5690,4075,12845,9970,105,14942,17100,16500,1967,8300,5160,1339.109985
28050,1001,1415,2385,2930,27150,7088,236400,2060,3675,5920,4187,5740,4130,12962,11100,107,15904,17700,16700,2002,8240,5140,1338.5
28250,1024,1425,2295,2900,26700,7010,245000,2030,3735,5980,4163,5790,4190,13108,12150,107,16042,17450,16901,1994,8210,5160,1362.349976
28600,1058,1410,2300,2935,26400,7025,242700,2000,3665,5890,5159,5760,4185,12699,12650,107,15904,17150,16500,1974,8150,5230,1380.48999
28900,1157,1395,2225,3055,26700,6940,245000,2010,3705,5900,5266,5580,4185,12466,12500,112,15538,17000,16580,2036,8190,5180,1390.27002
28400,1147,1400,2290,3000,26400,7010,241000,2140,3715,5840,5411,5480,4170,12583,12650,114,15033,17050,16981,2009,7970,5040,1397.51001
27950,1180,1400,2235,2990,27250,7010,239900,2215,3830,5980,5353,6030,4330,12553,14800,115,15354,17050,16941,1998,8130,4890,1397.040039
28800,1180,1390,2215,2975,26650,6932,239000,2215,3725,6030,5489,5940,4400,11590,15350,125,15400,17050,16540,1947,8010,4940,1394.640015
28500,1176,1400,2225,2950,26400,6971,235500,2200,3635,5920,5198,5820,4500,11502,14800,116,15538,16750,15779,1920,7950,5020,1395.27002
28700,1213,1395,2205,2955,26450,6901,236000,2275,3770,6150,5246,6200,4540,11882,15450,124,15583,17550,15819,1998,8000,5090,1375.839966
28500,1284,1385,2270,3050,26650,6932,235300,2290,3810,6050,5343,6080,4585,11911,15450,125,15767,17400,16220,2145,8050,5050,1384.030029
27800,1308,1430,2450,3000,26850,6932,233700,2230,3780,6030,5227,6070,4600,11648,15850,126,15858,16900,16060,2048,8080,5170,1410.48999
28300,1327,1430,2500,3075,26550,6909,241300,2225,3795,5940,5285,6080,4600,11152,16500,120,15904,16900,16140,2168,8100,5260,1435.160034
28400,1308,1435,2480,3100,26550,7049,248100,2350,3905,6160,5382,5900,4680,11094,16300,116,15354,16200,16460,2040,7970,5050,1415.76001
28350,1261,1455,2580,3110,25900,7033,250500,2375,3905,6080,5372,6000,4705,11240,16350,116,15538,16500,16660,1994,8030,5240,1445.77002
28200,1251,1450,2640,3120,24850,7088,250400,2370,3870,6140,5168,5910,4660,11094,15250,111,15217,16300,16380,1982,8400,5100,1439.780029
27900,1265,1480,2700,3100,24900,6994,250500,2330,3920,5960,5130,6030,4635,11094,14950,110,15721,16600,16580,1974,8310,5350,1441.109985
27850,1275,1465,2610,3045,23700,6893,238500,2310,3800,5760,5100,5990,4500,10860,14550,118,15125,16250,16060,2137,8050,5250,1448.040039
27900,1247,1495,2650,2940,23700,6955,240500,2260,3770,5840,4828,5940,4650,10685,14450,115,14896,15850,16020,1986,7820,5200,1426.680054
27850,1242,1490,2655,2945,23200,6862,237800,2270,3700,5740,4721,5770,4670,10802,13800,136,14300,15900,15819,1967,7850,5400,1433.380005
27850,1298,1470,2520,2980,23400,7002,233900,2270,3680,5770,5091,5350,4640,10685,13250,145,14621,15800,15619,1994,7860,5090,1455.089966
28050,1289,1495,2600,2920,23750,6924,235000,2235,3900,5610,4984,5410,4630,10802,13150,146,14896,15950,15699,1982,7970,5070,1443.630005
28200,1322,1510,2600,2895,24000,6831,232700,2215,3740,5450,4935,5030,4680,11035,13600,140,14758,16000,15459,1967,7880,4990,1419.640015
28350,1317,1485,2560,2940,23250,6909,228300,2230,3680,5740,5023,5270,4655,11035,13350,132,14850,15900,15419,1901,7890,4975,1440.849976
28350,1360,1475,2545,2860,22750,6885,223000,2200,3580,5490,5081,5030,4610,11094,12600,133,14896,16100,15098,1769,7700,4795,1436.599976
26900,1336,1500,2600,2830,21850,6745,219000,2175,3520,5490,4858,5220,4515,11210,11850,122,14117,15750,14858,1916,7820,4565,1459.390015
27550,1303,1510,2720,2825,22850,6776,221500,2105,3580,5710,4848,5240,4500,11800,12050,140,13933,15650,14978,1878,7930,4555,1452.01001
27800,1317,1530,2770,2830,22250,6605,222000,2125,3670,5720,4916,5280,4495,11100,12150,161,14025,15900,14418,1812,7830,4650,1449.719971
27700,1322,1520,2745,2870,22800,6706,222800,2145,3650,5730,4964,5320,4500,10950,12200,185,14758,16300,14257,1862,7880,4625,1448.300049
27850,1303,1510,2705,2800,23350,6605,224800,2075,3825,5950,4887,5340,4565,10600,12250,184,15033,16100,14097,1905,7840,4745,1448.569946
27700,1322,1500,2700,2845,23050,6488,226100,2105,3810,5880,5130,5370,4620,10600,11100,188,15446,16250,14418,1978,7920,4915,1424.579956
27150,1308,1515,2770,2775,23000,6683,227700,2160,3815,5960,5052,5250,4455,10500,11100,185,15492,15900,13657,1947,7970,5200,1415.810059
27400,1322,1520,2640,2695,23100,6613,229500,2080,3755,5100,4780,5130,4455,10350,10750,179,14529,15200,12976,1874,7760,5420,1386.930054
27350,1280,1520,2785,2635,22000,6581,234000,2010,3615,4915,4508,5050,4480,10200,11150,191,14208,14050,12695,1800,7700,5600,1360.76001
27000,1298,1520,2720,2685,22250,6465,231000,2025,3620,4970,4527,5310,4485,10250,11500,197,14163,14250,12936,1761,7620,5480,1364.180054
27650,1298,1495,2630,2735,22500,6410,235300,2065,3670,5500,4717,5180,4635,10400,13000,187,14071,14250,12976,1885,7770,5380,1375.949951
27800,1332,1460,2630,2740,23600,6426,237000,2090,3765,5040,4673,5120,4640,10100,12050,184,14804,14250,13216,1823,7860,5550,1323.97998
28050,1412,1485,2710,2730,23850,6503,231300,2075,3765,4875,4537,5200,4530,10100,11850,180,13567,12550,12775,1789,7800,5360,1325.939941
28200,1412,1480,2650,2760,22850,6542,234000,2035,3775,4875,4751,5160,4555,9850,11300,167,13292,12400,12695,1820,7810,5320,1333.630005
28350,1511,1495,2550,2740,22550,6433,233500,2140,4010,4865,4814,5080,4780,9950,12050,168,13612,12650,13376,1820,7630,5270,1315.099976
28550,1516,1495,2600,2750,22750,6418,242000,2100,4050,4840,4687,4820,4905,9820,11800,175,13979,13850,13336,1758,7790,5130,1333.589966
28050,1464,1485,2530,2835,22600,6465,242500,2230,4005,4825,4760,4900,4705,9880,12200,167,14254,14450,12976,1761,7650,5090,1329.400024
27100,1303,1410,2540,2810,21950,6488,240000,2160,3950,4525,4498,4750,4635,9590,11900,155,13704,14000,13256,1692,7430,4790,null
26850,1294,1420,2475,2740,22250,6605,235000,2180,3840,4605,4498,4575,4525,9380,12050,162,12879,12600,13256,1696,7390,4950,1308.439941
26500,1133,1420,2325,2705,22600,6542,235300,2035,3920,4600,4275,4400,4550,9130,11700,155,11733,11600,12695,1560,7040,4875,1312.77002
